code;name;artista;musica;letra
01001;01001.mp4;Paralamas Do Sucesso;A Lhe Esperar;Lá Onde O Vento Vai Dar
01002;01002.mp4;Aviões Do Forró;Agora Chora - Com Banda Calypso;Sei Que Nada Vai Fazer Você Voltar
01003;01003.mp4;Asa De Águia;Além Mar - Com Ivete Sangalo;Tudo Que Eu Preciso Eu Já Tenho Aqui
01004;01004.mp4;Fresno;Alguém Que Te Faz Sorrir;Eu Nunca Consegui Saber Diferenciar
01005;01005.mp4;Eduardo Costa;Amigo - Com Amado Batista;Amigo Fica Um Pouco Aqui Comigo
01006;01006.mp4;Ivete Sangalo;Cadê Dalila;Vai Buscar Dalila
01007;01007.mp4;Ivete Sangalo;Dengo De Amor;Encontrar Você Que Coisa Boa
01008;01008.mp4;Asa De Águia;Dia Do Asa;Leve O Seu Amor Pra Passear
01009;01009.mp4;Asa De Águia;Farrauê;Mãos Para O Alto Todo Mundo
01010;01010.mp4;Chiclete Com Banana;Flutuar;Por Isso Vem Cá Me Traz O Amor
01011;01011.mp4;Edson E Hudson;Imprevisível - Com Bruno E Marrone;Como Esquecer O Seu Olhar
01012;01012.mp4;Banda Calypso;Máquina Do Tempo;Saudade Que Não Vai Embora
01013;01013.mp4;Tony Garrido;Me Libertei;Jurei Nunca Mais Fazer Som Por Aqui
01014;01014.mp4;Eduardo Costa;Melhor Ou Pior;Vou Caminhar Por Uma Estrada
01015;01015.mp4;Moacyr Franco;Milagre Da Flecha;Era Alta Madrugada
01016;01016.mp4;Hugo E Tiago;Misteriosa;Tô Em Casa Mais Um Dia Que Se Acaba
01017;01017.mp4;Guilherme E Santiago;O Amor É Assim;Coração Cansou De Esperar
01018;01018.mp4;Zezé Di Camargo E Luciano;O Que Vai Ser De Nós;Diz Nada Não
01019;01019.mp4;Armandinho;Outra Vida;Talvez Não Seja Nessa Vida Ainda
01020;01020.mp4;Latino;Pancadão Ou Sertanejo - Com André E Adriano;O Sertanejo Faz O Povo Levantar
01021;01021.mp4;Cesar Menotti E Fabiano;Para De Chorar;Você Me Humilhou Me Maltratou Me Desp
01022;01022.mp4;Skank;Para-Raio;Passa O Tempo Lento Ensaio
01023;01023.mp4;Belo;Perfume;Vivia Com O Coração Fechado
01024;01024.mp4;Jake;Pó Pará Com Pó;Pó Pará Com Pó Pó Pará Com Pó Aê
01025;01025.mp4;Jammil E Uma Noites;Saudade Dói;La La La La La La La La La La La La
01026;01026.mp4;Luiz Cláudio E Giuliano;Seu Jardineiro (Margarida);Sábado À Tarde Eu Saí
01027;01027.mp4;Daniela Mércury;Sol Do Sul;Eu Trago O Sol
01028;01028.mp4;Banda Eva;Toda Linda;Olha Lá Ela Passando Toda Linda
01029;01029.mp4;Jota Quest;Vem Andar Comigo;Basta Olhar No Fundo Dos Meus Olhos
01030;01030.mp4;Banda Calypso;Viagem Louca;De Onde Vem
01071;01071.mp4;Musical San Francisco;Atenda O Telefone;Atenda O Telefone Por Favor Meu Bem
01072;01072.mp4;Jeito Moleque;Coração Aberto;Ta Na Cara O Meu Sentimento
01073;01073.mp4;Alexandre Pires;Dessa Vez Eu Me Rendo;Dizem Que Amor Não Mata Mas Judia Da
01074;01074.mp4;Cheiro De Amor;Dias De Sol;Dias De Sol...
01075;01075.mp4;Mart'Nália;Ela É Minha Cara;Causa Reboliço Aonde Passa
01076;01076.mp4;Frejat;Eu Não Quero Brigar Mais Não;Eu Amo O Cheiro Do Seu Cabelo
01077;01077.mp4;Alexandre Peixe;Eu Sou Mais Você;Ô Ô... Ô Ô Ô Ô
01078;01078.mp4;Rodriguinho E Thiaguinho;Fatalmente;Passei A Vida Inteira
01079;01079.mp4;Swing E Simpatia;Irracional;Já Tem Um Mês E Tal Que A Gente Está
01080;01080.mp4;Exaltasamba;Jogo De Sedução;Lê...
01081;01081.mp4;Jota Quest;La Plata;Grana Suja Grana Justa
01082;01082.mp4;Tatau;Mais De Mil Motivos;Eta Garota Assustada
01083;01083.mp4;Wanessa Camargo;Me Pega De Jeito;Se Correr O Bicho Pega
01084;01084.mp4;Inimigos Da Hp;Mil Palavras;Já Procurei Mil Palavras Pra Dizer O
01085;01085.mp4;Víctor E Léo;Nada Normal;Lareira Pra Acender
01086;01086.mp4;Seu Cuca;Não Há;Eu Quero Você
01087;01087.mp4;Jeito Moleque;Nas Nuven;Voz De Criança Pista De Dança
01088;01088.mp4;Zezé Di Camargo E Luciano;Nunca Amei Assim;Sei Que Quero Sei Que Amo
01089;01089.mp4;Strike;O Jogo Virou;E Eu Sigo Em Frente
01090;01090.mp4;Papas Da Língua;Oba; Oba;Oba Oba Oba
01091;01091.mp4;Roberto Leal;Bate O Pé;Ai Bate O Pé Bate O Pé Bate O Pé
01092;01092.mp4;Tihuana;De Longe;Ver As Coisas Como Elas São
01093;01093.mp4;Fernando Mendes;De Que Vale Ter Tudo Na Vida;Nada Mais Importa Agora
01094;01094.mp4;Isabella Taviani;Diga Sim Pra Mim;Eu Pensei Em Comprar Algumas Flores
01095;01095.mp4;O Rappa;Meu Mundo É O Barro;Moço Peço Licença Eu Sou Novo Aqui
01096;01096.mp4;Biquini Cavadão;Múmias - Com Renato Russo;Bem Aventurados Sejam Aqueles
01097;01097.mp4;Leonardo;Por Que É Tão Cruel O Amor;Não Se Acaba O Amor Só Dizendo Adeus
01098;01098.mp4;Sorriso Maroto;Tarde Demais;Tarde Demais Pra Você Se Tocar
01099;01099.mp4;Roberto Leal;Verde Vinho;Ninguém Na Rua Na Noite Fria
01100;01100.mp4;Zé Ramalho;Vila Do Sossego;Oh Eu Não Sei Se Eram Os Antigos Que
01101;01101.mp4;Zeca Baleiro;Você É Má;Vá Se Danar
01102;01102.mp4;Eduardo Costa;Você Foi Atriz - Com Bruno E Marrone;Vou Tentar Te Esquecer Mas Não Vou Pro
01103;01103.mp4;Nara Leão;Até Quem Sabe;Até Um Dia Até Talvez Até Quem Sabe
01104;01104.mp4;Inimigos Da Hp;Bons Momentos;São Seus Olhos Sua Boca
01105;01105.mp4;Mart'Nália;Cabide;Se Eu Fingir E Sair Por Aí Na Noitad
01106;01106.mp4;Alexandre Pires;Cheguei Tarde Demais - Com Daniel;Não Faz Não Quer Não Vem Não Fala Nada
01107;01107.mp4;Mart'Nália;Don'T Worry; Be Happy;Here'S A Little Song I Wrote
01108;01108.mp4;Lenine;É O Que Me Interessa;Daqui Desse Momento
01109;01109.mp4;Gonzaguinha;Feliz;Para Quem Bem Viveu O Amor
01110;01110.mp4;Grupo To Legal;Louca Amizade;Toda Madrugada Eu Só Penso Em Você
01111;01111.mp4;Doce Encontro;Lugares Proibidos;Eu Gosto Do Claro
01112;01112.mp4;Natiruts;Naticongo;Tinha A Coragem E A Calma De Um Rei
01113;01113.mp4;Sampa Crew;No Mesmo Lugar;Já Faz Algum Tempo
01114;01114.mp4;Fernando E Sorocaba;Noite Enluarada;Noite Enluarada Hoje Vou Te Amar
01115;01115.mp4;Grupo É Demais;Ouve Essa Canção;Vem... Ouve Essa Canção
01116;01116.mp4;Doce Encontro;Perdoa;Perdoa
01117;01117.mp4;Atitude 4;Pro Mundo Inteiro;Eu Nunca Tive Amor Assim
01118;01118.mp4;Exaltasamba;Se Liga;Já Faz Um Tempo Que Eu Venho Te Falan
01119;01119.mp4;Adriana Calcanhoto;Seu Pensamento;A Uma Hora Dessas
01120;01120.mp4;Alceu Valença;Solidão;A Solidão É Fera A Solidão Devora
01121;01121.mp4;Frejat;Túnel Do Tempo;Nosso Encontro Aconteceu Como Eu Ima
01122;01122.mp4;Ney Matogrosso;Um Pouco De Calor;Saí A Toa Nessa Madrugada
01123;01123.mp4;Auto Sustentável;2 Mundos;Será Que Dois Mundos Tão Diferentes
01124;01124.mp4;Negra Li;Amar Em Vão;Hey Me Diz
01125;01125.mp4;Doce Encontro;Amor Jogado Fora;Faz Tempo Que Eu Não Venho Aqui
01126;01126.mp4;João Bosco E Vinícius;Chora; Me Liga;Não Era Pra Você Se Apaixonar
01127;01127.mp4;Edson E Hudson;Ciúme Exagerado;Já Sofri Já Chorei
01128;01128.mp4;Paula Toller;Derretendo Satélites;Abro Com As Mãos Te Deixo Olhar
01129;01129.mp4;Víctor E Léo;Deus E Eu No Sertão;Nunca Vi Ninguém
01130;01130.mp4;Nayah;É Só Você Querer;É Só Você Querer Que Eu Posso Voltar
01131;01131.mp4;Regis Danese;Faz Um Milagre Em Mim;Como Zaqueu Eu Quero Subir
01132;01132.mp4;Diogo Nogueira;Malandro É Malandro E Mané É Mané;Malandro É Malandro E Mané É Mané
01133;01133.mp4;Lenine;Martelo Bigorna;Muito Do Que Eu Faço
01134;01134.mp4;Leonardo;Mentirosa;O Que Posso Fazer Se A Vida É Assim
01135;01135.mp4;Waldick Soriano;Perfume De Gardênia;Perfume De Gardênia Tem Em Tua Boca
01136;01136.mp4;Doce Encontro;Tô De Saco Cheio;La Laiá Laiá Laiá Laiá
01137;01137.mp4;Kaluana;Tua Indiferença - Com Adriana Ribeiro;Por Que Você Não Liga Mais
01138;01138.mp4;Márcia;Veneno;Mas O Que Me Faz Chorar
01139;01139.mp4;Padre Fábio De Mello;Vida;Pelas Ruas Da Cidade
01140;01140.mp4;Nelson Gonçalves;Violão;Violão...
01141;01141.mp4;Waldick Soriano;A Carta;Minha Querida Saudações
01142;01142.mp4;Ivete Sangalo;Agora Eu Já Sei;Duvidava Não Entendia Quando Alguém
01143;01143.mp4;Chicas;Caras E Bocas;Pra Que Conteúdo Se A Casca É Bacana
01144;01144.mp4;Papas Da Lingua;Disco Rock;Ela Não Pensou...
01145;01145.mp4;Paula Fernandes;Jeito De Mato - Com Almir Sater;De Onde É Que Vem Esses Olhos Tão Tris
01146;01146.mp4;Marisa Monte;Mais Uma Vez;Mais Uma Vez Eu Vou Te Deixar
01147;01147.mp4;Os Thomés;Meu Amor;Senti O Vazio E Foi Tanta Dor
01148;01148.mp4;Rionegro E Solimões;Moído De Paixão;Saudade Tá No Meu Olhar
01149;01149.mp4;Skank;Noites De Um Verão Qualquer;Noites De Um Verão Qualquer
01150;01150.mp4;Agnela;Podia Ser;Não Sei Porque Você Não Quis Ligar
01151;01151.mp4;Daniel;Pra Sempre Te Amar;Não Somos Duas Crianças
01152;01152.mp4;Víctor E Léo;Sonhos E Ilusões Em Mim;No Fraco Pôr-Do-Sol Me Fortaleço
01153;01153.mp4;Aliados;Sorrindo;Ontem Um Sonho Acabou
01154;01154.mp4;Jorge E Mateus;Traz Ela De Volta Pra Mim;Meu Bem O Que Aconteceu
01155;01155.mp4;Maria Bethânia;Um Jeito Estúpido De Te Amar;Eu Sei Que Eu Tenho Um Jeito
01156;01156.mp4;Cazuza;Vai À Luta;Eu Li Teu Nome Num Cartaz
01157;01157.mp4;Maria Cecília E Rodolfo;Você De Volta;Tudo Que Eu Quero É Você De Volta
01158;01158.mp4;César E Paulinho;Você É Tudo Que Pedi Pra Deus;Na Fazenda Da Esperança Mora O Meu A
01159;01159.mp4;Leonardo;Volte; Amor;Não Sei O Que É Que Eu Faço Sem O Seu
01160;01160.mp4;Jorge E Mateus;Vou Fazer Pirraça;Vou Pagar Promessa De Joelhos
01161;01161.mp4;Udora;A Falta (Que Me Faz);Indisponível ....................................
01162;01162.mp4;Beth Carvalho;Amor De Verdade;Indisponível ....................................
01163;01163.mp4;Jorge Vercilo;Devaneio;Indisponível ....................................
01164;01164.mp4;Carlos José;Esmeralda;Indisponível ....................................
01165;01165.mp4;Alcione;Eu Vou Pra Lapa;Indisponível ....................................
01166;01166.mp4;Guilherme E Santiago;Franguinho Na Panela;Indisponível ....................................
01167;01167.mp4;Chico Buarque;Gota D'Água;Indisponível ....................................
01168;01168.mp4;Zé Ramalho;Jardim Das Acácias Ii;Indisponível ....................................
01169;01169.mp4;Pique Novo;Ligando Os Fatos;Indisponível ....................................
01170;01170.mp4;Paralamas Do Sucesso;Meu Sonho;Indisponível ....................................
01171;01171.mp4;Nelson Gonçalves;Meu Vício É Você;Indisponível ....................................
01172;01172.mp4;Bruno E Marrone;Não Tente Me Impedir;Indisponível ....................................
01173;01173.mp4;Cauby Peixoto;Ninguém É De Ninguém;Indisponível ....................................
01174;01174.mp4;Strike;No Veneno;Indisponível ....................................
01175;01175.mp4;Cpm 22;Nossa Música;Indisponível ....................................
01176;01176.mp4;Udora;Pelo Menos Hoje;Indisponível ....................................
01177;01177.mp4;Carlos José;Queria;Indisponível ....................................
01178;01178.mp4;Wanderléia;Te Amo;Indisponível ....................................
01179;01179.mp4;Ana Carolina;Vai;Indisponível ....................................
01180;01180.mp4;Grupo Tradição;Você Não Vale Um Real;Indisponível ....................................
01181;01181.mp4;Zé Geraldo;A Fé;Indisponível ....................................
01182;01182.mp4;Ornella Di Santis & Belo;Agenda;Indisponível ....................................
01183;01183.mp4;Zé Henrique & Gabriel;Ah; Que Deus É Esse;Indisponível ....................................
01184;01184.mp4;Sorriso Maroto;Ainda Existe Amor Em Nós;Indisponível ....................................
01185;01185.mp4;Calcinha Preta;Amor Dividido;Indisponível ....................................
01186;01186.mp4;João Bosco E Vinicius;Coração Só Vê Você;Indisponível ....................................
01187;01187.mp4;João Neto E Frederico;Detonou;Indisponível ....................................
01188;01188.mp4;Leonardo;Esse Alguém Sou Eu;Indisponível ....................................
01189;01189.mp4;Franco Levine;Eu Tô Aqui;Indisponível ....................................
01190;01190.mp4;Calcinha Preta;Você Não Vale Nada;Indisponível ....................................
01191;01191.mp4;Nando Reis;Ainda Não Passou;Indisponível ....................................
01192;01192.mp4;Jussara Silveira;Além Do Paraíso;Indisponível ....................................
01193;01193.mp4;Bruno E Marrone;Amor Não Vai Faltar;Indisponível ....................................
01194;01194.mp4;Mc Babi;Anjo Da Madrugada;Indisponível ....................................
01195;01195.mp4;Nelson Gonçalves;Camisola Do Dia;Indisponível ....................................
01196;01196.mp4;Nelson Gonçalves;Chore Comigo;Indisponível ....................................
01197;01197.mp4;Leonardo;Longe;Indisponível ....................................
01198;01198.mp4;Noite Ilustrada;Meus Tempos De Criança;Indisponível ....................................
01199;01199.mp4;Janaina Kais;Mulher Pra Namorar;Indisponível ....................................
01200;01200.mp4;Fernando E Sorocaba;Paga Pau;Indisponível ....................................
01201;01201.mp4;Renato Teixeira;A Viola E O Cantador;Indisponível ....................................
01202;01202.mp4;Eduardo Duzek;Alô; Alô Brasil;Indisponível ....................................
01203;01203.mp4;Titãs;Antes De Você;Indisponível ....................................
01204;01204.mp4;Papas Da Língua;Balada Do Amor Perdido;Indisponível ....................................
01205;01205.mp4;Elizeth Cardoso;Canção Da Volta;Indisponível ....................................
01206;01206.mp4;Rita Lee;Cecy Bom (C'Est Si Bon);Indisponível ....................................
01207;01207.mp4;Banda Calypso;Chá De Maracujá;Indisponível ....................................
01208;01208.mp4;Jota Canalha;Chatos Em Desfile;Indisponível ....................................
01209;01209.mp4;Tchê Garotos;Chega De Deprê;Indisponível ....................................
01210;01210.mp4;Alexandre Pires;Cigano;Indisponível ....................................
01211;01211.mp4;Zizi Possi;Corsário;Indisponível ....................................
01212;01212.mp4;Inimigos Da Hp E Edson E Hudson;De Peito Aberto Pra Quem Quer Me Amar;Indisponível ....................................
01213;01213.mp4;Jota Quest;De Volta Ao Planeta Dos Macacos;Indisponível ....................................
01214;01214.mp4;Fresno;Desde Quando Você Se Foi;Indisponível ....................................
01215;01215.mp4;Liah;E Não Vou Mais Deixar Você Tão Só;Indisponível ....................................
01216;01216.mp4;Elba Ramalho;É Só Você Querer;Indisponível ....................................
01217;01217.mp4;Cpm 22;Estranho No Espelho;Indisponível ....................................
01218;01218.mp4;Claudia Leite;Horizonte;Indisponível ....................................
01219;01219.mp4;Roger E Robson;Linda Menina;Indisponível ....................................
01220;01220.mp4;Zezé Di Camargo E Luciano;Não Quero Te Perder;Indisponível ....................................
01221;01221.mp4;Roupa Nova;Natal Todo Dia;Indisponível ....................................
01222;01222.mp4;Rodriguinho E Nana Damasceno;O Amor Venceu;Indisponível ....................................
01223;01223.mp4;Teodoro E Sampaio;O Trem Tá Feio;Indisponível ....................................
01224;01224.mp4;Forró Do Muído;Palácios E Castelos;Indisponível ....................................
01225;01225.mp4;Grupo Revelação;Pecadora;Indisponível ....................................
01226;01226.mp4;Monique Kessous;Pitangueira;Indisponível ....................................
01227;01227.mp4;Titãs;Porque Eu Sei Que É Amor;Indisponível ....................................
01228;01228.mp4;Chimarruts;Pra Ela;Indisponível ....................................
01229;01229.mp4;Eduardo Costa;Presente De Deus;Indisponível ....................................
01230;01230.mp4;Latino E Banda Calypso;Propostas Indecentes;Indisponível ....................................
01231;01231.mp4;Banda Eva E Netinho;Química Perfeita;Indisponível ....................................
01232;01232.mp4;Rick E Renner;Riacho Sereno;Indisponível ....................................
01233;01233.mp4;Emílio Santiago;Rosa Morena;Indisponível ....................................
01234;01234.mp4;Jota Quest;Seis E Trinta;Indisponível ....................................
01235;01235.mp4;Skank;Sutilmente;Indisponível ....................................
01236;01236.mp4;Jorge Vercilo;Toda Espera;Indisponível ....................................
01237;01237.mp4;Rud E Robson;Tomar Um Gole;Indisponível ....................................
01238;01238.mp4;Waldick Soriano;Torturas De Amor;Indisponível ....................................
01239;01239.mp4;Zélia Duncan;Tudo Sobre Você;Indisponível ....................................
01240;01240.mp4;Hugo E Tiago;Virou Rotina;Indisponível ....................................
01241;01241.mp4;Capital Inicial;A Vida É Minha (Eu Faço O Que Eu Quiser);Indisponível ....................................
01242;01242.mp4;João Bosco E Vinícius;Ah; É;Indisponível ....................................
01243;01243.mp4;Sá E Guarabira;Atrás Poeira;Indisponível ....................................
01244;01244.mp4;Nélson Gonçalves;Carlos Gardel;Indisponível ....................................
01245;01245.mp4;Maria Cecília E Rodolfo;Coisas Esotéricas;Indisponível ....................................
01246;01246.mp4;João Mineiro E Marciano;Crises De Amor;Indisponível ....................................
01247;01247.mp4;João Bosco E Vinícius;Curtição;Indisponível ....................................
01248;01248.mp4;Padre Fábio De Melo;Deus É Capaz;Indisponível ....................................
01249;01249.mp4;Titãs;Domingo;Indisponível ....................................
01250;01250.mp4;Bruno E Marrone;Duas Vezes Você;Indisponível ....................................
01251;01251.mp4;Michel Teló E João Bosco E Vinícius;Ei; Psiu; Beijo; Me Liga;Indisponível ....................................
01252;01252.mp4;Nechvile;Eu Não Vou Mais Chorar;Indisponível ....................................
01253;01253.mp4;Zezé Di Camargo & Luciano;Faça Alguma Coisa;Indisponível ....................................
01254;01254.mp4;Erasmo Carlos;Filho Único;Indisponível ....................................
01255;01255.mp4;Bruno E Marrone;Flash Back De Nós Dois;Indisponível ....................................
01256;01256.mp4;Belo;Incondicionalmente;Indisponível ....................................
01257;01257.mp4;Ritchie;Lágrimas Demais;Indisponível ....................................
01258;01258.mp4;Latino E Dudu Nobre;Me Divirto Com As Erradas;Indisponível ....................................
01259;01259.mp4;Banda Djavú;Me Libera;Indisponível ....................................
01260;01260.mp4;Jorge E Mateus;Mistérios;Indisponível ....................................
01261;01261.mp4;Sampa Crew;O Anjo E A Flor;Indisponível ....................................
01262;01262.mp4;João Bosco E Vinícius;O Fora;Indisponível ....................................
01263;01263.mp4;Lenine;O Silêncio Das Estrelas;Indisponível ....................................
01264;01264.mp4;Forró Do Muído;Pisadinha Do Muído;Indisponível ....................................
01265;01265.mp4;Teodoro E Sampaio;Pitoco;Indisponível ....................................
01266;01266.mp4;Leonardo;Por Favor; Reza Pra Nós;Indisponível ....................................
01267;01267.mp4;Edson E Hudson;Pra Não Chorar;Indisponível ....................................
01268;01268.mp4;Mylena;Quando;Indisponível ....................................
01269;01269.mp4;Ivete Sangalo;Quanto Ao Tempo;Indisponível ....................................
01270;01270.mp4;Banda Eva;Reggae Do Porto;Indisponível ....................................
01271;01271.mp4;D'Black;Revolta;Indisponível ....................................
01272;01272.mp4;Janaynna Targino;Sacanagem Tua;Indisponível ....................................
01273;01273.mp4;Legião Urbana;Se Fiquei Esperando Meu Amor Passar;Se Fiquei Esperando Meu Amor Passar...
01274;01274.mp4;Banda Calypso;Sem Direção;Indisponível ....................................
01275;01275.mp4;Silvia Machete;Simplesmente Mulher;Indisponível ....................................
01276;01276.mp4;Angela Maria;Tango Pra Tereza;Indisponível ....................................
01277;01277.mp4;Fernanda Takai;Trevo De Quatro Folhas;Indisponível ....................................
01278;01278.mp4;Elizeth Cardoso;Última Forma;Indisponível ....................................
01279;01279.mp4;Fino Coletivo;Uma Raiz Uma Flor;Indisponível ....................................
01280;01280.mp4;Leonardo;Viajei;Indisponível ....................................
01281;01281.mp4;Armandinho;A Filha;Indisponível ....................................
01282;01282.mp4;Ls Jack;Amanhã Não Se Sabe;Indisponível ....................................
01283;01283.mp4;Daniel;Boêmio Apaixonado;Indisponível ....................................
01284;01284.mp4;Chico Buarque;Brisa Do Mar;Indisponível ....................................
01285;01285.mp4;Madrigal;Cabocla;Indisponível ....................................
01286;01286.mp4;Djavan;Capim;Indisponível ....................................
01287;01287.mp4;Ângela Maria E Emílio Santiago;Escuta;Indisponível ....................................
01288;01288.mp4;Chico Buarque E Elza Soares;Façamos (Vamos Amar);Indisponível ....................................
01289;01289.mp4;Gilberto Gil;Forró No Escuro;Indisponível ....................................
01290;01290.mp4;Teodoro E Sampaio;Homem Que Bate Em Mulher;Indisponível ....................................
01291;01291.mp4;Chico Buarque;Homenagem Ao Malandro;Indisponível ....................................
01292;01292.mp4;Jorge Vercilo;Invisível;Indisponível ....................................
01293;01293.mp4;Cidade Negra;Johnny B. Good;Indisponível ....................................
01294;01294.mp4;Erasmo Carlos;Lero Lero;Indisponível ....................................
01295;01295.mp4;Silvio César;Levante Os Olhos;Indisponível ....................................
01296;01296.mp4;Chico Buarque; Miúcha E Tom Jobim;Maninha;Indisponível ....................................
01297;01297.mp4;Adriana Calcanhoto;Maresia;Indisponível ....................................
01298;01298.mp4;Lenine;Mero Detalhe;Indisponível ....................................
01299;01299.mp4;Sérgio Reis;Meu Cavalo Zaino;Indisponível ....................................
01300;01300.mp4;Banda Djavú;Não Desliga O Telefone;Indisponível ....................................
01301;01301.mp4;Dick Farney;Nick Bar;Indisponível ....................................
01302;01302.mp4;Leila Pinheiro;Nua Idéia;Indisponível ....................................
01303;01303.mp4;Erasmo Carlos;O Caderninho;Indisponível ....................................
01304;01304.mp4;Roberto Leal;O Imigrante;Indisponível ....................................
01305;01305.mp4;Zé Ramalho;O Vento Vai Responder;Indisponível ....................................
01306;01306.mp4;Detonautas;Olhos Certos;Indisponível ....................................
01307;01307.mp4;Zezé Di Camargo E Luciano;Pra Sempre;Indisponível ....................................
01308;01308.mp4;Eduardo Costa;Primeiro De Abril;Indisponível ....................................
01309;01309.mp4;João Bosco;Quando O Amor Acontece;Indisponível ....................................
01310;01310.mp4;Leny Andrade;Rio;Indisponível ....................................
01311;01311.mp4;Cassiano;Salve Essa Flor;Indisponível ....................................
01312;01312.mp4;Peri Ribeiro;Samba Do Avião;Indisponível ....................................
01313;01313.mp4;Nenhum De Nós;Santa Felicidade;Indisponível ....................................
01314;01314.mp4;Maria Gadú;Shimbalaiê;Indisponível ....................................
01315;01315.mp4;Falamansa;Tempo De Paz;Indisponível ....................................
01316;01316.mp4;Padre Fábio De Mello;Tudo Posso;Indisponível ....................................
01317;01317.mp4;Dorival Caymmi;Vatapá;Indisponível ....................................
01318;01318.mp4;Ataíde E Alexandre;Você Marcou Pra Mim;Indisponível ....................................
01319;01319.mp4;Márcio Greyck;Você Veio;Indisponível ....................................
01320;01320.mp4;Elis Regina;Vou Deitar E Rolar;Indisponível ....................................
01321;01321.mp4;Zé Rodrix;Abaixo A Cueca;Homens Chegou O Momento Da Luta
01322;01322.mp4;Armandinho;Babilônia Me Chama;Babilônia Me Chama
01323;01323.mp4;Belchior;Comentários A Respeito De John;Saia Do Meu Caminho Eu Prefiro Andar
01324;01324.mp4;Cláudio Zoli;Flor Do Futuro;Tudo Bem
01325;01325.mp4;Ivete Sangalo;Na Base Do Beijo;Quando Eu Te Pegar Você Vai Ver
01326;01326.mp4;Hyldon;Na Sombra De Uma Árvore;Larga De Ser Boba E Vem Comigo
01327;01327.mp4;Milionário E José Rico;Nenhuma Esperança;Você Tem Meu Endereço Você Tem Meu Te
01328;01328.mp4;Banda Cheiro De Amor;Pense Em Mim;Inspiração Dos Meus Sonhos
01329;01329.mp4;César Menotti E Fabiano;Tarde Demais;Só Tem Um Jeito De Você Me Entender
01330;01330.mp4;Jorge E Mateus;Voa Beija Flor;Você Não Sabe O Que É Amor
01331;01331.mp4;Chitãozinho E Xororó;Ai Maria;Ai Maria
01332;01332.mp4;Raça Negra;Boa Sorte;Me Cansei De Tudo Que Você Me Fez
01333;01333.mp4;Kátia;Direitos;Você Me Aceitou
01334;01334.mp4;Tim Maia;Está Difícil De Esquecer;Não Foi Nada Em Vão
01335;01335.mp4;Leonardo;Flor Do Meu Sertão;Saudade Quando Chega Não Tem Jeito
01336;01336.mp4;Wando;Gazela;Houve Um Tempo
01337;01337.mp4;Banda Eva;Lugar Da Alegria;Eu Quero O Que Se Dá Do Seu Do Meu
01338;01338.mp4;Luan Santana;Meteoro;Te Dei O Sol Te Dei O Mar
01339;01339.mp4;Rick Vallen;Pra Ser Amor;Pra Ser Amor
01340;01340.mp4;Celia;Rio De Janeiro (Isso É O Meu Brasil);Oh...
01341;01341.mp4;Bruno E Marrone;Te Amo Tanto;Tanto...
01342;01342.mp4;Víctor E Léo;Timidez;Timidez Nunca Me Deixou Dançar Nem Se
01343;01343.mp4;Kelly Key;Tô Fora;Podia Ser Muito Melhor Do Que Pensava
01344;01344.mp4;Joana;Tô Morrendo De Saudade;Hoje A Gente Nem Se Fala...
01345;01345.mp4;Só Pra Contrariar;Tudo Menos Amor;Tudo Que Quiseres Te Darei Ó Flor
01346;01346.mp4;Enzo E Rodrigo;Traz De Volta A Minha Vida;Outra Vez Você Se Foi E Nem Sei Se Vai
01347;01347.mp4;Marcos E Bellutti;Tudo No Olhar;Olhe Nos Meus Olhos
01348;01348.mp4;Ângela Rô Rô;Viciei Em Você;Eu Não Quero Mais Querer Você
01349;01349.mp4;Frenéticas;Você Escolheu Errado Seu Super-Herói;Se Você Pensa Que É Átila
01350;01350.mp4;Luan Santana;Você Não Sabe O Que É Amor;Não Use Mais O Plural
01351;01351.mp4;Tunai;Adeus À Dor;Pelo Que Se Passou Pelo Que Se Sofreu
01352;01352.mp4;Daniel;Amiga;Você Não Aceita Que Eu Te Chame De A
01353;01353.mp4;Calcinha Preta;Bebo E Choro;Eu Choro Feito Um Menino Chorão
01354;01354.mp4;Aviões Do Forró;Blá Blá Blá;Que Por Mim Você Morre De Amor
01355;01355.mp4;Max Vianna;Canções De Rei;Se Eu Fosse Algum Rei Fosse O Teu
01356;01356.mp4;Eduardo Costa;Cansei De Ser Palhaço;Brigou Chingou Me Deixou Jogando Amor
01357;01357.mp4;Eduardo Costa;Cena De Um Filme;Eu Amei Um Alguém Que Me Amou Pra Val
01358;01358.mp4;Wilson Sideral;Cinco Dias;Lá Longe Vai Um Automóvel Te Levando
01359;01359.mp4;Fernando E Sorocaba;Delegada;Delegada
01360;01360.mp4;Ronnie Von;Dia De Folga;Eu Almoço Sozinho E Você Ainda Na C
01361;01361.mp4;Víctor E Léo;Estrela Cadente;Pararara Papararara
01362;01362.mp4;Latino;Eu Amo Você;Faz Tempo Que Eu Preciso Falar Com Vo
01363;01363.mp4;Megh Stock;Inveja;O Seu Sorriso Sempre Foi Tão
01364;01364.mp4;Caetano Veloso;Minha Voz; Minha Vida;Minha Voz Minha Vida
01365;01365.mp4;Joanna;Nada Sério;Nada Sério Era Sempre Assim
01366;01366.mp4;Maria Cecília E Rodolfo;Quem Ama Cuida;Não Ligue Se Eu Lhe Perguntar
01367;01367.mp4;Grupo Redenção;Samba Pra Yo Yo E Ya Ya;Vem Cantar Vem Sambar Minha Gente
